Latitude (decimal degrees):	52.141
Longitude (decimal degrees):	-10.269
Elevation (m):	8
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200801:0611,20.67,38.48,8.79,13.47,4.14,0.0
20200801:0711,98.97,138.96,17.76,14.19,4.55,0.0
20200801:0811,191.96,243.48,26.95,14.98,4.97,0.0
20200801:0911,324.38,394.35,35.95,15.02,5.52,0.0
20200801:1011,277.08,340.36,44.25,15.35,5.45,0.0
20200801:1111,495.99,598.09,51.03,15.23,5.86,0.0
20200801:1211,169.64,216.02,55.18,15.36,6.34,0.0
20200801:1311,91.57,125.16,55.6,15.07,7.03,0.0
20200801:1411,136.98,178.0,52.16,15.24,6.97,0.0
20200801:1511,421.17,505.59,45.83,14.9,6.83,0.0
20200801:1611,200.73,250.74,37.77,14.58,6.28,0.0
20200801:1711,168.14,213.83,28.87,14.69,6.55,0.0
20200801:1811,95.08,130.73,19.68,14.82,6.76,0.0
20200801:1911,3.49,13.12,10.63,14.14,6.28,0.0
20200801:2011,0.0,1.75,2.08,14.16,5.31,0.0
20200801:2111,0.0,0.0,0.0,13.63,5.03,0.0
20200801:2211,0.0,0.0,0.0,12.88,4.62,0.0
20200801:2311,0.0,0.0,0.0,12.77,4.21,0.0
20200802:0011,0.0,0.0,0.0,12.85,3.93,0.0
20200802:0111,0.0,0.0,0.0,12.68,4.07,0.0
20200802:0211,0.0,0.0,0.0,12.61,4.48,0.0
20200802:0311,0.0,0.0,0.0,12.55,4.41,0.0
20200802:0411,0.0,0.0,0.0,12.39,4.21,0.0
20200802:0511,0.0,0.0,0.0,12.82,3.79,0.0
20200802:0611,28.1,48.1,8.6,12.92,3.59,0.0
20200802:0711,110.74,177.13,17.58,13.48,3.86,0.0
20200802:0811,219.43,275.73,26.76,13.85,3.93,0.0
20200802:0911,371.32,450.84,35.76,14.47,3.93,0.0
20200802:1011,525.6,637.02,44.04,14.54,3.93,0.0
20200802:1111,285.22,349.86,50.81,14.74,4.9,0.0
20200802:1211,514.23,622.1,54.93,14.96,5.24,0.0
20200802:1311,460.03,555.86,55.35,14.74,5.31,0.0
20200802:1411,294.9,361.15,51.92,14.83,5.1,0.0
20200802:1511,424.82,513.0,45.6,14.8,5.03,0.0
20200802:1611,519.5,625.96,37.56,14.98,5.03,0.0
20200802:1711,345.05,425.52,28.66,14.93,5.31,0.0
20200802:1811,143.53,202.18,19.48,14.61,5.03,0.0
20200802:1911,38.25,61.21,10.43,14.44,4.48,0.0
20200802:2011,0.0,0.87,1.87,14.0,3.66,0.0
20200802:2111,0.0,0.0,0.0,13.53,3.24,0.0
20200802:2211,0.0,0.0,0.0,13.14,2.76,0.0
20200802:2311,0.0,0.0,0.0,12.86,2.76,0.0
20200803:0011,0.0,0.0,0.0,12.68,2.48,0.0
20200803:0111,0.0,0.0,0.0,12.54,2.62,0.0
20200803:0211,0.0,0.0,0.0,12.45,2.83,0.0
20200803:0311,0.0,0.0,0.0,12.38,2.97,0.0
20200803:0411,0.0,0.0,0.0,12.55,3.1,0.0
20200803:0511,0.0,0.0,0.0,12.67,3.03,0.0
20200803:0611,16.19,32.35,8.4,13.03,2.97,0.0
20200803:0711,109.15,172.02,17.39,13.74,3.1,0.0
20200803:0811,311.13,391.35,26.58,14.26,3.59,0.0
20200803:0911,467.55,567.28,35.57,14.44,3.52,0.0
20200803:1011,547.67,670.68,43.83,15.34,3.17,0.0
20200803:1111,328.06,402.4,50.58,15.35,3.86,0.0
20200803:1211,577.26,704.54,54.68,15.27,4.34,0.0
20200803:1311,823.81,1028.05,55.09,15.79,4.34,0.0
20200803:1411,649.11,797.17,51.68,16.26,4.55,0.0
20200803:1511,511.01,621.03,45.38,15.96,4.62,0.0
20200803:1611,345.33,421.53,37.35,15.78,4.48,0.0
20200803:1711,164.66,211.3,28.45,15.64,4.62,0.0
20200803:1811,48.56,74.17,19.27,15.34,4.9,0.0
20200803:1911,8.8,21.86,10.21,14.84,4.83,0.0
20200803:2011,0.0,0.87,1.65,14.64,4.76,0.0
20200803:2111,0.0,0.0,0.0,14.54,5.45,0.0
20200803:2211,0.0,0.0,0.0,13.93,6.21,0.0
20200803:2311,0.0,0.0,0.0,14.09,6.48,0.0
20200804:0011,0.0,0.0,0.0,14.32,7.31,0.0
20200804:0111,0.0,0.0,0.0,14.53,7.93,0.0
20200804:0211,0.0,0.0,0.0,14.87,8.48,0.0
20200804:0311,0.0,0.0,0.0,15.55,8.21,0.0
20200804:0411,0.0,0.0,0.0,15.85,8.0,0.0
20200804:0511,0.0,0.0,0.0,16.17,7.93,0.0
20200804:0611,19.74,37.6,8.21,16.37,7.93,0.0
20200804:0711,53.99,81.26,17.2,16.68,8.41,0.0
20200804:0811,149.28,193.61,26.39,16.59,8.9,0.0
20200804:0911,139.24,181.28,35.37,16.64,9.45,0.0
20200804:1011,137.78,179.86,43.62,17.06,10.34,0.0
20200804:1111,192.4,243.7,50.34,17.77,10.62,0.0
20200804:1211,184.15,234.56,54.43,18.2,11.17,0.0
20200804:1311,189.23,240.54,54.83,18.38,11.52,0.0
20200804:1411,78.77,111.25,51.42,17.98,11.66,0.0
20200804:1511,86.69,120.52,45.14,17.71,11.38,0.0
20200804:1611,73.47,104.76,37.13,17.46,10.34,0.0
20200804:1711,48.33,74.17,28.24,16.69,9.03,0.0
20200804:1811,29.84,50.99,19.06,16.75,9.03,0.0
20200804:1911,3.43,13.12,10.0,16.65,8.62,0.0
20200804:2011,0.0,0.0,0.0,16.46,8.14,0.0
20200804:2111,0.0,0.0,0.0,16.19,7.45,0.0
20200804:2211,0.0,0.0,0.0,16.05,6.48,0.0
20200804:2311,0.0,0.0,0.0,15.98,5.79,0.0
20200805:0011,0.0,0.0,0.0,15.85,5.1,0.0
20200805:0111,0.0,0.0,0.0,15.66,4.28,0.0
20200805:0211,0.0,0.0,0.0,15.44,3.31,0.0
20200805:0311,0.0,0.0,0.0,15.5,2.48,0.0
20200805:0411,0.0,0.0,0.0,15.41,1.66,0.0
20200805:0511,0.0,0.0,0.0,15.37,1.17,0.0
20200805:0611,1.65,9.62,8.01,15.43,1.45,0.0
20200805:0711,19.41,37.08,17.01,15.46,2.21,0.0
20200805:0811,46.29,71.39,26.2,15.31,4.34,0.0
20200805:0911,50.21,76.02,35.18,14.92,5.59,0.0
20200805:1011,154.32,198.74,43.41,15.28,4.34,0.0
20200805:1111,188.0,238.14,50.11,15.79,5.03,0.0
20200805:1211,194.22,246.11,54.17,16.37,4.97,0.0
20200805:1311,430.22,524.26,54.56,16.37,5.1,0.0
20200805:1411,498.82,609.56,51.17,16.64,4.48,0.0
20200805:1511,339.7,416.32,44.9,16.44,4.55,0.0
20200805:1611,199.28,251.99,36.9,16.48,4.34,0.0
20200805:1711,87.7,121.45,28.02,16.22,4.55,0.0
20200805:1811,46.92,72.31,18.84,15.83,4.34,0.0
20200805:1911,9.91,23.61,9.77,15.74,3.45,0.0
20200805:2011,0.0,0.0,0.0,15.19,2.76,0.0
20200805:2111,0.0,0.0,0.0,14.57,2.41,0.0
20200805:2211,0.0,0.0,0.0,14.03,2.21,0.0
20200805:2311,0.0,0.0,0.0,14.01,2.48,0.0
20200806:0011,0.0,0.0,0.0,13.91,2.69,0.0
20200806:0111,0.0,0.0,0.0,13.78,2.76,0.0
20200806:0211,0.0,0.0,0.0,13.57,2.97,0.0
20200806:0311,0.0,0.0,0.0,13.55,3.17,0.0
20200806:0411,0.0,0.0,0.0,13.63,3.52,0.0
20200806:0511,0.0,0.0,0.0,13.64,4.07,0.0
20200806:0611,3.01,12.24,7.81,14.17,4.69,0.0
20200806:0711,97.12,140.13,16.81,14.6,5.1,0.0
20200806:0811,72.4,102.91,26.0,15.66,6.34,0.0
20200806:0911,192.66,243.33,34.98,16.51,6.69,0.0
20200806:1011,175.34,223.59,43.19,16.93,7.93,0.0
20200806:1111,202.18,255.27,49.87,17.57,8.69,0.0
20200806:1211,353.3,431.04,53.9,17.9,9.24,0.0
20200806:1311,244.74,305.39,54.29,18.06,8.62,0.0
20200806:1411,220.53,276.99,50.9,17.93,8.62,0.0
20200806:1511,197.14,249.82,44.65,18.04,8.62,0.0
20200806:1611,327.66,401.1,36.67,18.1,7.86,0.0
20200806:1711,147.15,192.13,27.79,17.88,6.97,0.0
20200806:1811,99.98,139.79,18.61,17.72,6.76,0.0
20200806:1911,32.27,54.22,9.54,17.09,6.48,0.0
20200806:2011,0.0,0.0,0.0,16.89,6.07,0.0
20200806:2111,0.0,0.0,0.0,16.84,6.0,0.0
20200806:2211,0.0,0.0,0.0,16.52,5.93,0.0
20200806:2311,0.0,0.0,0.0,16.66,6.14,0.0
20200807:0011,0.0,0.0,0.0,16.74,6.34,0.0
20200807:0111,0.0,0.0,0.0,16.72,6.69,0.0
20200807:0211,0.0,0.0,0.0,16.69,6.21,0.0
20200807:0311,0.0,0.0,0.0,16.6,5.86,0.0
20200807:0411,0.0,0.0,0.0,16.49,5.52,0.0
20200807:0511,0.0,0.0,0.0,16.52,5.1,0.0
20200807:0611,18.43,35.85,7.61,16.39,4.83,0.0
20200807:0711,64.2,94.24,16.62,16.48,4.83,0.0
20200807:0811,186.91,239.39,25.81,16.3,4.48,0.0
20200807:0911,299.71,368.27,34.77,15.9,4.34,0.0
20200807:1011,644.31,789.27,42.97,15.73,3.86,0.0
20200807:1111,743.08,925.1,49.62,15.78,3.52,0.0
20200807:1211,805.77,1020.32,53.64,16.05,3.1,0.0
20200807:1311,762.08,962.52,54.01,16.36,3.03,0.0
20200807:1411,747.13,939.41,50.64,16.49,3.1,0.0
20200807:1511,645.57,801.68,44.4,16.62,3.03,0.0
20200807:1611,526.1,647.42,36.43,16.62,3.03,0.0
20200807:1711,342.62,430.13,27.56,16.22,3.03,0.0
20200807:1811,136.69,205.24,18.38,16.2,2.76,0.0
20200807:1911,24.33,43.72,9.31,15.75,2.41,0.0
20200807:2011,0.0,0.0,0.0,15.08,1.52,0.0
20200807:2111,0.0,0.0,0.0,13.71,1.31,0.0
20200807:2211,0.0,0.0,0.0,14.14,0.41,0.0
20200807:2311,0.0,0.0,0.0,13.72,0.62,0.0
20200808:0011,0.0,0.0,0.0,13.27,0.9,0.0
20200808:0111,0.0,0.0,0.0,12.8,0.9,0.0
20200808:0211,0.0,0.0,0.0,11.39,1.1,0.0
20200808:0311,0.0,0.0,0.0,10.54,1.24,0.0
20200808:0411,0.0,0.0,0.0,10.63,1.52,0.0
20200808:0511,0.0,0.0,0.0,10.48,1.79,0.0
20200808:0611,17.7,34.1,7.41,10.39,1.93,0.0
20200808:0711,104.72,166.16,16.42,11.33,1.93,0.0
20200808:0811,315.12,396.97,25.61,12.4,1.86,0.0
20200808:0911,512.44,633.7,34.57,14.12,1.45,0.0
20200808:1011,648.78,826.85,42.75,15.85,1.03,0.0
20200808:1111,701.81,924.22,49.37,17.02,0.48,0.0
20200808:1211,761.24,1032.48,53.36,17.75,0.21,0.0
20200808:1311,788.85,1052.34,53.73,18.21,1.03,0.0
20200808:1411,749.24,974.49,50.36,18.59,1.79,0.0
20200808:1511,662.58,841.5,44.14,18.46,2.21,0.0
20200808:1611,536.79,669.21,36.18,18.11,2.55,0.0
20200808:1711,349.57,442.25,27.33,17.41,2.76,0.0
20200808:1811,137.65,207.91,18.15,16.78,2.69,0.0
20200808:1911,22.96,41.97,9.07,16.18,2.34,0.0
20200808:2011,0.0,0.0,0.0,15.2,1.72,0.0
20200808:2111,0.0,0.0,0.0,13.92,1.52,0.0
20200808:2211,0.0,0.0,0.0,12.99,1.52,0.0
20200808:2311,0.0,0.0,0.0,12.87,1.38,0.0
20200809:0011,0.0,0.0,0.0,12.82,1.31,0.0
20200809:0111,0.0,0.0,0.0,12.47,1.24,0.0
20200809:0211,0.0,0.0,0.0,11.75,1.52,0.0
20200809:0311,0.0,0.0,0.0,11.86,1.72,0.0
20200809:0411,0.0,0.0,0.0,11.57,1.52,0.0
20200809:0511,0.0,0.0,0.0,12.05,1.52,0.0
20200809:0611,20.77,38.48,7.2,12.34,1.66,0.0
20200809:0711,98.96,145.05,16.22,13.14,1.59,0.0
20200809:0811,263.47,334.93,25.41,14.43,1.45,0.0
20200809:0911,477.84,593.88,34.36,15.7,1.45,0.0
20200809:1011,544.45,680.79,42.52,16.43,1.66,0.0
20200809:1111,513.81,646.36,49.12,17.4,1.59,0.0
20200809:1211,661.66,851.41,53.09,18.06,1.59,0.0
20200809:1311,591.68,758.29,53.44,18.64,1.45,0.0
20200809:1411,632.79,803.86,50.08,18.45,2.21,0.0
20200809:1511,561.82,701.57,43.88,17.98,2.62,0.0
20200809:1611,500.27,620.16,35.94,17.42,2.55,0.0
20200809:1711,329.76,417.51,27.09,17.17,2.41,0.0
20200809:1811,108.72,153.23,17.91,16.85,2.34,0.0
20200809:1911,27.59,48.1,8.83,16.25,2.0,0.0
20200809:2011,0.0,0.0,0.0,15.67,1.59,0.0
20200809:2111,0.0,0.0,0.0,15.25,1.52,0.0
20200809:2211,0.0,0.0,0.0,14.69,1.38,0.0
20200809:2311,0.0,0.0,0.0,14.42,1.38,0.0
20200810:0011,0.0,0.0,0.0,14.15,1.52,0.0
20200810:0111,0.0,0.0,0.0,13.98,1.86,0.0
20200810:0211,0.0,0.0,0.0,13.92,1.86,0.0
20200810:0311,0.0,0.0,0.0,13.74,1.79,0.0
20200810:0411,0.0,0.0,0.0,13.69,1.79,0.0
20200810:0511,0.0,0.0,0.0,13.75,1.59,0.0
20200810:0611,19.92,37.6,6.99,14.12,1.66,0.0
20200810:0711,98.52,149.5,16.02,14.71,1.59,0.0
20200810:0811,158.69,206.11,25.21,15.26,1.72,0.0
20200810:0911,322.87,400.68,34.15,16.04,1.79,0.0
20200810:1011,269.17,338.48,42.3,16.92,1.45,0.0
20200810:1111,444.11,554.13,48.87,17.39,1.93,0.0
20200810:1211,457.82,572.03,52.81,17.81,2.21,0.0
20200810:1311,223.55,284.19,53.15,18.51,3.45,0.0
20200810:1411,164.23,213.23,49.8,18.35,4.21,0.0
20200810:1511,227.92,287.61,43.61,18.09,4.41,0.0
20200810:1611,271.12,338.02,35.68,18.2,4.55,0.0
20200810:1711,211.3,269.19,26.84,17.84,4.62,0.0
20200810:1811,61.81,91.41,17.66,17.6,4.21,0.0
20200810:1911,9.81,23.61,8.58,17.47,4.0,0.0
20200810:2011,0.0,0.0,0.0,17.23,3.66,0.0
20200810:2111,0.0,0.0,0.0,16.48,3.17,0.0
20200810:2211,0.0,0.0,0.0,16.34,2.0,0.0
20200810:2311,0.0,0.0,0.0,15.89,1.59,0.0
20200811:0011,0.0,0.0,0.0,15.79,1.45,0.0
20200811:0111,0.0,0.0,0.0,15.33,1.31,0.0
20200811:0211,0.0,0.0,0.0,15.25,1.45,0.0
20200811:0311,0.0,0.0,0.0,14.89,1.66,0.0
20200811:0411,0.0,0.0,0.0,14.53,1.72,0.0
20200811:0511,0.0,0.0,0.0,14.54,1.45,0.0
20200811:0611,18.55,35.85,6.78,14.89,1.1,0.0
20200811:0711,98.67,155.81,15.82,15.26,1.24,0.0
20200811:0811,270.62,347.02,25.01,16.02,1.52,0.0
20200811:0911,455.19,568.23,33.94,16.7,1.38,0.0
20200811:1011,468.86,588.0,42.06,17.51,1.38,0.0
20200811:1111,607.09,765.82,48.61,17.64,2.14,0.0
20200811:1211,622.43,787.56,52.53,18.21,2.41,0.0
20200811:1311,643.07,813.57,52.86,18.39,2.69,0.0
20200811:1411,497.1,619.75,49.51,18.72,3.03,0.0
20200811:1511,556.67,692.33,43.34,18.5,3.24,0.0
20200811:1611,467.09,576.79,35.42,18.55,3.66,0.0
20200811:1711,288.8,366.51,26.59,18.49,3.38,0.0
20200811:1811,120.98,177.37,17.41,18.07,2.97,0.0
20200811:1911,26.07,46.35,8.33,17.68,2.48,0.0
20200811:2011,0.0,0.0,0.0,16.94,1.93,0.0
20200811:2111,0.0,0.0,0.0,16.01,1.59,0.0
20200811:2211,0.0,0.0,0.0,15.12,1.52,0.0
20200811:2311,0.0,0.0,0.0,14.58,1.38,0.0
20200812:0011,0.0,0.0,0.0,14.14,1.17,0.0
20200812:0111,0.0,0.0,0.0,14.13,1.31,0.0
20200812:0211,0.0,0.0,0.0,13.86,1.31,0.0
20200812:0311,0.0,0.0,0.0,14.11,1.1,0.0
20200812:0411,0.0,0.0,0.0,14.33,1.31,0.0
20200812:0511,0.0,0.0,0.0,13.91,1.17,0.0
20200812:0611,17.98,34.98,6.57,14.14,1.03,0.0
20200812:0711,97.89,161.49,15.61,14.89,1.31,0.0
20200812:0811,291.36,372.92,24.8,15.32,1.59,0.0
20200812:0911,454.88,563.36,33.72,16.26,1.93,0.0
20200812:1011,593.95,758.48,41.83,18.01,1.1,0.0
20200812:1111,717.08,925.6,48.35,18.84,1.93,0.0
20200812:1211,770.77,990.02,52.24,19.37,3.03,0.0
20200812:1311,808.44,1033.35,52.56,19.59,3.86,0.0
20200812:1411,757.46,955.04,49.22,19.94,4.55,0.0
20200812:1511,647.11,802.62,43.06,19.32,4.62,0.0
20200812:1611,458.59,566.05,35.16,19.64,4.62,0.0
20200812:1711,316.94,402.22,26.33,19.45,4.55,0.0
20200812:1811,123.79,186.58,17.16,19.01,4.28,0.0
20200812:1911,25.96,46.35,8.07,18.66,4.14,0.0
20200812:2011,0.0,0.0,0.0,17.97,4.14,0.0
20200812:2111,0.0,0.0,0.0,17.75,4.28,0.0
20200812:2211,0.0,0.0,0.0,17.36,2.76,0.0
20200812:2311,0.0,0.0,0.0,17.28,2.62,0.0
20200813:0011,0.0,0.0,0.0,17.0,3.52,0.0
20200813:0111,0.0,0.0,0.0,16.91,4.34,0.0
20200813:0211,0.0,0.0,0.0,16.63,4.76,0.0
20200813:0311,0.0,0.0,0.0,16.41,4.83,0.0
20200813:0411,0.0,0.0,0.0,16.29,5.24,0.0
20200813:0511,0.0,0.0,0.0,16.14,5.52,0.0
20200813:0611,5.99,17.49,6.36,15.92,5.52,0.0
20200813:0711,33.59,55.63,15.41,15.79,5.79,0.0
20200813:0811,32.87,54.7,24.59,15.72,5.86,0.0
20200813:0911,54.56,81.59,33.5,15.72,5.17,0.0
20200813:1011,94.8,129.79,41.59,15.96,3.86,0.0
20200813:1111,122.24,162.24,48.09,16.02,3.17,0.0
20200813:1211,125.82,166.88,51.95,16.44,2.76,0.0
20200813:1311,175.52,226.21,52.25,16.93,2.34,0.0
20200813:1411,187.24,240.11,48.92,16.99,2.34,0.0
20200813:1511,83.87,117.74,42.78,17.34,2.55,0.0
20200813:1611,66.81,97.35,34.89,17.55,2.14,0.0
20200813:1711,43.39,68.61,26.07,17.83,2.14,0.0
20200813:1811,23.26,42.65,16.9,17.91,2.34,0.0
20200813:1911,4.89,15.74,7.8,17.63,2.28,0.0
20200813:2011,0.0,0.0,0.0,17.36,2.41,0.0
20200813:2111,0.0,0.0,0.0,17.3,2.28,0.0
20200813:2211,0.0,0.0,0.0,17.66,2.0,0.0
20200813:2311,0.0,0.0,0.0,17.64,1.93,0.0
20200814:0011,0.0,0.0,0.0,17.33,1.93,0.0
20200814:0111,0.0,0.0,0.0,17.57,1.86,0.0
20200814:0211,0.0,0.0,0.0,17.29,1.86,0.0
20200814:0311,0.0,0.0,0.0,17.1,1.79,0.0
20200814:0411,0.0,0.0,0.0,17.21,1.24,0.0
20200814:0511,0.0,0.0,0.0,17.12,0.69,0.0
20200814:0611,5.94,17.49,6.15,17.21,1.38,0.0
20200814:0711,80.97,121.35,15.2,17.47,2.0,0.0
20200814:0811,31.02,52.85,24.38,17.82,2.34,0.0
20200814:0911,222.07,282.33,33.28,18.2,2.21,0.0
20200814:1011,67.86,99.2,41.36,18.74,1.52,0.0
20200814:1111,57.74,87.15,47.82,19.61,1.1,0.0
20200814:1211,166.32,218.8,51.65,19.69,1.24,0.0
20200814:1311,203.69,265.24,51.94,20.12,0.76,0.0
20200814:1411,75.72,109.4,48.62,19.78,0.76,0.0
20200814:1511,232.09,299.08,42.49,19.52,0.55,0.0
20200814:1611,132.75,179.01,34.61,20.21,0.55,0.0
20200814:1711,82.65,117.91,25.8,19.76,0.62,0.0
20200814:1811,47.95,74.93,16.63,18.94,0.76,0.0
20200814:1911,0.13,6.12,7.54,18.78,0.48,0.0
20200814:2011,0.0,0.0,0.0,18.44,0.34,0.0
20200814:2111,0.0,0.0,0.0,17.9,0.41,0.0
20200814:2211,0.0,0.0,0.0,17.49,1.45,0.0
20200814:2311,0.0,0.0,0.0,17.28,1.17,0.0
20200815:0011,0.0,0.0,0.0,17.02,1.31,0.0
20200815:0111,0.0,0.0,0.0,16.76,1.52,0.0
20200815:0211,0.0,0.0,0.0,16.5,1.38,0.0
20200815:0311,0.0,0.0,0.0,16.12,1.17,0.0
20200815:0411,0.0,0.0,0.0,16.21,0.97,0.0
20200815:0511,0.0,0.0,0.0,16.28,0.97,0.0
20200815:0611,0.0,4.37,5.93,16.39,1.1,0.0
20200815:0711,58.67,88.4,14.99,16.61,1.24,0.0
20200815:0811,22.66,41.72,24.17,17.05,1.72,0.0
20200815:0911,166.38,215.84,33.06,17.58,2.07,0.0
20200815:1011,147.21,194.17,41.11,18.14,1.45,0.0
20200815:1111,97.14,134.43,47.55,18.28,1.31,0.0
20200815:1211,94.95,131.65,51.35,18.49,2.34,0.0
20200815:1311,146.1,192.84,51.63,18.79,2.55,0.0
20200815:1411,136.69,181.71,48.31,18.91,2.55,0.0
20200815:1511,168.85,220.08,42.2,18.84,2.28,0.0
20200815:1611,97.72,135.36,34.34,18.85,1.66,0.0
20200815:1711,51.27,78.8,25.53,18.78,1.24,0.0
20200815:1811,6.54,18.54,16.37,18.25,0.34,0.0
20200815:1911,5.39,16.61,7.26,17.77,0.41,0.0
20200815:2011,0.0,0.0,0.0,17.41,0.62,0.0
20200815:2111,0.0,0.0,0.0,17.18,1.38,0.0
20200815:2211,0.0,0.0,0.0,16.64,1.31,0.0
20200815:2311,0.0,0.0,0.0,16.48,1.66,0.0
20200816:0011,0.0,0.0,0.0,16.09,1.24,0.0
20200816:0111,0.0,0.0,0.0,16.06,2.14,0.0
20200816:0211,0.0,0.0,0.0,16.33,1.93,0.0
20200816:0311,0.0,0.0,0.0,16.44,1.72,0.0
20200816:0411,0.0,0.0,0.0,16.67,1.1,0.0
20200816:0511,0.0,0.0,0.0,16.7,0.76,0.0
20200816:0611,0.0,4.37,5.71,16.85,0.9,0.0
20200816:0711,51.76,79.68,14.78,17.08,1.24,0.0
20200816:0811,121.02,162.63,23.96,17.41,1.86,0.0
20200816:0911,121.5,162.57,32.84,17.43,2.41,0.0
20200816:1011,102.2,139.99,40.87,17.6,1.66,0.0
20200816:1111,171.33,222.97,47.28,18.15,1.59,0.0
20200816:1211,261.53,332.16,51.05,19.02,1.93,0.0
20200816:1311,287.41,365.09,51.32,19.71,1.79,0.0
20200816:1411,208.48,269.5,48.0,19.41,1.17,0.0
20200816:1511,136.57,182.64,41.9,19.15,0.9,0.0
20200816:1611,86.18,121.45,34.05,18.59,1.1,0.0
20200816:1711,68.0,99.2,25.26,18.18,1.1,0.0
20200816:1811,64.19,95.47,16.09,17.68,0.62,0.0
20200816:1911,3.4,13.12,6.99,17.75,0.34,0.0
20200816:2011,0.0,0.0,0.0,17.45,0.07,0.0
20200816:2111,0.0,0.0,0.0,17.27,0.28,0.0
20200816:2211,0.0,0.0,0.0,16.87,0.9,0.0
20200816:2311,0.0,0.0,0.0,16.69,0.97,0.0
20200817:0011,0.0,0.0,0.0,16.52,0.9,0.0
20200817:0111,0.0,0.0,0.0,16.39,1.1,0.0
20200817:0211,0.0,0.0,0.0,16.3,1.17,0.0
20200817:0311,0.0,0.0,0.0,16.25,1.31,0.0
20200817:0411,0.0,0.0,0.0,16.19,1.52,0.0
20200817:0511,0.0,0.0,0.0,16.21,2.0,0.0
20200817:0611,4.93,15.74,5.49,16.15,2.07,0.0
20200817:0711,14.65,30.59,14.57,16.33,1.93,0.0
20200817:0811,24.8,44.5,23.75,16.66,1.93,0.0
20200817:0911,90.94,126.09,32.61,17.15,2.55,0.0
20200817:1011,89.68,124.23,40.62,16.65,3.03,0.0
20200817:1111,96.48,132.58,47.0,17.02,2.69,0.0
20200817:1211,209.52,266.25,50.75,17.4,3.24,0.0
20200817:1311,266.62,333.26,51.0,17.65,4.07,0.0
20200817:1411,172.65,222.05,47.69,17.34,4.41,0.0
20200817:1511,313.02,386.68,41.6,17.39,4.14,0.0
20200817:1611,192.39,244.48,33.76,17.0,4.14,0.0
20200817:1711,125.56,166.67,24.98,16.8,4.14,0.0
20200817:1811,34.14,56.55,15.81,16.69,4.21,0.0
20200817:1911,1.23,8.74,6.7,16.46,3.93,0.0
20200817:2011,0.0,0.0,0.0,16.0,3.24,0.0
20200817:2111,0.0,0.0,0.0,15.62,2.9,0.0
20200817:2211,0.0,0.0,0.0,15.13,2.28,0.0
20200817:2311,0.0,0.0,0.0,15.08,2.34,0.0
20200818:0011,0.0,0.0,0.0,14.74,2.07,0.0
20200818:0111,0.0,0.0,0.0,14.89,2.14,0.0
20200818:0211,0.0,0.0,0.0,15.02,2.34,0.0
20200818:0311,0.0,0.0,0.0,14.92,2.62,0.0
20200818:0411,0.0,0.0,0.0,14.97,2.48,0.0
20200818:0511,0.0,0.0,0.0,14.89,2.34,0.0
20200818:0611,12.31,27.11,5.27,15.05,2.14,0.0
20200818:0711,74.95,111.77,14.35,15.71,2.55,0.0
20200818:0811,272.06,347.15,23.53,16.69,3.66,0.0
20200818:0911,406.12,496.97,32.39,17.22,4.34,0.0
20200818:1011,300.43,371.71,40.37,17.97,4.97,0.0
20200818:1111,326.27,402.23,46.72,18.05,5.66,0.0
20200818:1211,685.53,845.48,50.44,18.56,5.93,0.0
20200818:1311,620.25,763.72,50.67,18.53,5.59,0.0
20200818:1411,548.03,674.27,47.37,18.71,5.1,0.0
20200818:1511,500.94,614.81,41.3,18.53,4.76,0.0
20200818:1611,336.81,415.88,33.47,18.43,4.55,0.0
20200818:1711,163.2,212.15,24.69,17.87,4.55,0.0
20200818:1811,58.32,87.49,15.53,17.28,3.93,0.0
20200818:1911,3.43,13.12,6.42,16.75,2.83,0.0
20200818:2011,0.0,0.0,0.0,15.92,1.79,0.0
20200818:2111,0.0,0.0,0.0,15.51,1.86,0.0
20200818:2211,0.0,0.0,0.0,14.66,1.59,0.0
20200818:2311,0.0,0.0,0.0,14.99,1.03,0.0
20200819:0011,0.0,0.0,0.0,14.39,1.52,0.0
20200819:0111,0.0,0.0,0.0,14.43,1.86,0.0
20200819:0211,0.0,0.0,0.0,14.37,2.14,0.0
20200819:0311,0.0,0.0,0.0,14.77,2.55,0.0
20200819:0411,0.0,0.0,0.0,14.87,2.69,0.0
20200819:0511,0.0,0.0,0.0,14.9,2.62,0.0
20200819:0611,9.37,22.74,5.05,14.91,3.1,0.0
20200819:0711,78.44,117.49,14.14,15.01,3.59,0.0
20200819:0811,148.33,192.88,23.31,15.28,4.28,0.0
20200819:0911,372.91,451.9,32.16,15.58,5.24,0.0
20200819:1011,606.06,740.93,40.12,17.33,4.76,0.0
20200819:1111,270.12,337.49,46.44,18.05,4.28,0.0
20200819:1211,334.85,415.69,50.12,18.64,4.34,0.0
20200819:1311,272.35,340.27,50.34,18.48,5.1,0.0
20200819:1411,214.11,271.1,47.04,18.44,5.86,0.0
20200819:1511,74.5,106.62,40.99,18.31,5.52,0.0
20200819:1611,59.98,89.0,33.17,18.05,4.9,0.0
20200819:1711,37.56,61.19,24.4,17.93,4.48,0.0
20200819:1811,33.95,56.55,15.24,17.67,3.45,0.0
20200819:1911,0.0,5.25,6.13,17.24,2.9,0.0
